"","traffic_volume","holiday","temp","rain_1h","snow_1h","clouds_all","weather_main","date_","hr"
"19063",3343,"None",269.41,0,0,20,"Clouds",2017-12-02,8
"19064",4112,"None",270.86,0,0,1,"Clear",2017-12-02,9
"19065",4562,"None",273.21,0,0,1,"Clear",2017-12-02,10
"19066",5055,"None",275.68,0,0,40,"Clouds",2017-12-02,11
"19067",5441,"None",278.14,0,0,40,"Clouds",2017-12-02,12
"19068",5516,"None",280.3,0,0,40,"Clouds",2017-12-02,13
"19069",5177,"None",281.22,0,0,40,"Clouds",2017-12-02,14
"19070",5477,"None",281.42,0,0,40,"Clouds",2017-12-02,15
"19071",5397,"None",281.08,0,0,5,"Clear",2017-12-02,16
"19072",5838,"None",278.82,0,0,1,"Clear",2017-12-02,17
"19073",5490,"None",276.02,0,0,5,"Clear",2017-12-02,18
"19074",4140,"None",273.8,0,0,5,"Clear",2017-12-02,19
"19075",4032,"None",272.51,0,0,5,"Clear",2017-12-02,20
"19076",3182,"None",271.65,0,0,5,"Clear",2017-12-02,21
"19077",2623,"None",270.87,0,0,1,"Clear",2017-12-02,22
"19078",1939,"None",270.75,0,0,1,"Haze",2017-12-02,23
"19079",1274,"None",270.65,0,0,1,"Clear",2017-12-03,0
"19080",705,"None",271.09,0,0,1,"Clear",2017-12-03,1
"19081",577,"None",271.48,0,0,1,"Clear",2017-12-03,2
"19082",343,"None",271.61,0,0,75,"Clouds",2017-12-03,3
"19083",289,"None",272.15,0,0,1,"Clear",2017-12-03,4
"19084",476,"None",272.21,0,0,20,"Clouds",2017-12-03,5
"19085",813,"None",272.72,0,0,1,"Clear",2017-12-03,6
"19086",1131,"None",272.48,0,0,1,"Clear",2017-12-03,7
"19087",1936,"None",272.93,0,0,40,"Clouds",2017-12-03,8
"19088",2831,"None",273.29,0,0,1,"Clear",2017-12-03,9
"19089",3515,"None",275.08,0,0,1,"Clear",2017-12-03,10
"19090",4113,"None",276.57,0,0,90,"Clouds",2017-12-03,11
"19091",4235,"None",278.07,0,0,90,"Clouds",2017-12-03,12
"19092",4516,"None",279.51,0,0,1,"Clear",2017-12-03,13
"19093",4383,"None",281.07,0,0,1,"Clear",2017-12-03,14
"19094",4892,"None",281.22,0,0,1,"Clear",2017-12-03,15
"19095",4962,"None",281.44,0,0,90,"Clouds",2017-12-03,16
"19096",5014,"None",280.86,0,0,90,"Clouds",2017-12-03,17
"19097",4035,"None",280.22,0,0,90,"Clouds",2017-12-03,18
"19098",2993,"None",280.62,0,0,90,"Clouds",2017-12-03,19
"19099",2533,"None",281.08,0,0,90,"Clouds",2017-12-03,20
"19100",2135,"None",281.22,0,0,90,"Clouds",2017-12-03,21
"19101",1782,"None",281.65,0,0,90,"Clouds",2017-12-03,22
"19102",1105,"None",281.93,0,0,40,"Clouds",2017-12-03,23
"19103",573,"None",282.36,0,0,1,"Clear",2017-12-04,0
"19104",358,"None",282.72,0,0,1,"Clear",2017-12-04,1
"19105",247,"None",283.08,0,0,1,"Drizzle",2017-12-04,2
"19106",407,"None",283.29,0,0,40,"Rain",2017-12-04,3
"19107",915,"None",283.93,0,0,90,"Clouds",2017-12-04,4
"19108",2938,"None",284.07,0,0,90,"Clouds",2017-12-04,5
"19109",5369,"None",283.95,0,0,75,"Clouds",2017-12-04,6
"19110",5056,"None",283.75,0,0,40,"Clouds",2017-12-04,7
"19111",5454,"None",284.02,0,0,90,"Drizzle",2017-12-04,8
"19112",5454,"None",284.02,0,0,90,"Rain",2017-12-04,8
"19113",5173,"None",284,0,0,90,"Rain",2017-12-04,9
"19114",5173,"None",284,0,0,90,"Mist",2017-12-04,9
"19115",5173,"None",284,0,0,90,"Drizzle",2017-12-04,9
"19116",4647,"None",284.22,0,0,40,"Drizzle",2017-12-04,10
"19117",4647,"None",284.22,0,0,40,"Mist",2017-12-04,10
"19118",4647,"None",284.22,0,0,40,"Rain",2017-12-04,10
"19119",4641,"None",284.72,0,0,90,"Mist",2017-12-04,11
"19120",4705,"None",285.22,0,0,90,"Mist",2017-12-04,12
"19121",4705,"None",285.22,0,0,90,"Rain",2017-12-04,12
"19122",4705,"None",285.22,0,0,90,"Drizzle",2017-12-04,12
"19123",5004,"None",285.5,0,0,90,"Rain",2017-12-04,13
"19124",5004,"None",285.5,0,0,90,"Mist",2017-12-04,13
"19125",5004,"None",285.5,0,0,90,"Drizzle",2017-12-04,13
"19126",5004,"None",285.5,0,0,90,"Haze",2017-12-04,13
"19127",5165,"None",285.95,0,0,90,"Mist",2017-12-04,14
"19128",5165,"None",285.95,0,0,90,"Rain",2017-12-04,14
"19129",5165,"None",285.95,0,0,90,"Drizzle",2017-12-04,14
"19130",5666,"None",285.75,0,0,90,"Haze",2017-12-04,15
"19131",5666,"None",285.75,0,0,90,"Mist",2017-12-04,15
"19132",5666,"None",285.75,0,0,90,"Drizzle",2017-12-04,15
"19133",5666,"None",285.75,0,0,90,"Rain",2017-12-04,15
"19134",6533,"None",285.07,0,0,90,"Haze",2017-12-04,16
"19135",6533,"None",285.07,0,0,90,"Mist",2017-12-04,16
"19136",6533,"None",285.07,0,0,90,"Fog",2017-12-04,16
"19137",5912,"None",282.55,0,0,90,"Haze",2017-12-04,17
"19138",5912,"None",282.55,0,0,90,"Mist",2017-12-04,17
"19139",5912,"None",282.55,0,0,90,"Drizzle",2017-12-04,17
"19140",4378,"None",280.22,0,0,90,"Drizzle",2017-12-04,18
"19141",4378,"None",280.22,0,0,90,"Mist",2017-12-04,18
"19142",3092,"None",278.16,0,0,90,"Rain",2017-12-04,19
"19143",3092,"None",278.16,0,0,90,"Mist",2017-12-04,19
"19144",3092,"None",278.16,0,0,90,"Snow",2017-12-04,19
"19145",2556,"None",276.69,0,0,90,"Rain",2017-12-04,20
"19146",2556,"None",276.69,0,0,90,"Mist",2017-12-04,20
"19147",2556,"None",276.69,0,0,90,"Snow",2017-12-04,20
"19148",2150,"None",274.69,0,0,90,"Snow",2017-12-04,21
"19149",2150,"None",274.69,0,0,90,"Mist",2017-12-04,21
"19150",2150,"None",274.69,0,0,90,"Rain",2017-12-04,21
"19151",1653,"None",273.09,0,0,90,"Snow",2017-12-04,22
"19152",1653,"None",273.09,0,0,90,"Mist",2017-12-04,22
"19153",1653,"None",273.09,0,0,90,"Fog",2017-12-04,22
"19154",1763,"None",271.72,0,0,90,"Snow",2017-12-04,23
"19155",1763,"None",271.72,0,0,90,"Fog",2017-12-04,23
"19156",1763,"None",271.72,0,0,90,"Mist",2017-12-04,23
"19157",693,"None",270.75,0,0,90,"Snow",2017-12-05,0
"19158",693,"None",270.75,0,0,90,"Fog",2017-12-05,0
"19159",693,"None",270.75,0,0,90,"Mist",2017-12-05,0
"19160",327,"None",269.75,0,0,90,"Snow",2017-12-05,1
"19161",327,"None",269.75,0,0,90,"Mist",2017-12-05,1
"19162",278,"None",268.81,0,0,90,"Snow",2017-12-05,2
"19163",278,"None",268.81,0,0,90,"Mist",2017-12-05,2
"19164",394,"None",268.36,0,0,90,"Mist",2017-12-05,3
"19165",394,"None",268.36,0,0,90,"Haze",2017-12-05,3
"19166",853,"None",267.42,0,0,75,"Haze",2017-12-05,4
"19167",853,"None",267.42,0,0,75,"Snow",2017-12-05,4
"19168",2637,"None",266.55,0,0,90,"Haze",2017-12-05,5
"19169",3657,"None",266.08,0,0,90,"Haze",2017-12-05,6
"19170",2334,"None",265.37,0,0,1,"Clear",2017-12-05,7
"19171",2160,"None",264.72,0,0,75,"Snow",2017-12-05,8
"19172",2578,"None",264.43,0,0,75,"Snow",2017-12-05,9
"19173",2578,"None",264.43,0,0,75,"Haze",2017-12-05,9
"19174",3706,"None",264.75,0,0,90,"Snow",2017-12-05,10
"19175",3683,"None",264.95,0,0,90,"Snow",2017-12-05,11
"19176",3683,"None",264.95,0,0,90,"Haze",2017-12-05,11
"19177",3991,"None",265.35,0,0,90,"Snow",2017-12-05,12
"19178",3991,"None",265.35,0,0,90,"Haze",2017-12-05,12
"19179",4158,"None",265.88,0,0,75,"Snow",2017-12-05,13
"19180",4158,"None",265.88,0,0,75,"Haze",2017-12-05,13
"19181",4383,"None",266.21,0,0,75,"Snow",2017-12-05,14
"19182",4383,"None",266.21,0,0,75,"Haze",2017-12-05,14
"19183",3936,"None",266.22,0,0,1,"Clear",2017-12-05,18
"19184",3936,"None",266.22,0,0,1,"Clear",2017-12-05,18
"19185",2924,"None",266.15,0,0,1,"Clear",2017-12-05,19
"19186",2447,"None",266.22,0,0,5,"Clear",2017-12-05,20
"19187",2278,"None",265.94,0,0,1,"Clear",2017-12-05,21
"19188",1555,"None",265.36,0,0,1,"Haze",2017-12-05,22
"19189",1014,"None",265.29,0,0,1,"Clear",2017-12-05,23
"19190",744,"None",265.22,0,0,1,"Clear",2017-12-06,0
"19191",585,"None",265.22,0,0,1,"Clear",2017-12-06,1
"19192",409,"None",265.15,0,0,1,"Clear",2017-12-06,2
"19193",534,"None",264.86,0,0,1,"Clear",2017-12-06,3
"19194",1072,"None",264.76,0,0,1,"Clear",2017-12-06,4
"19195",3067,"None",264.69,0,0,1,"Clear",2017-12-06,5
"19196",5480,"None",264.53,0,0,1,"Clear",2017-12-06,6
"19197",5255,"None",264.3,0,0,5,"Clear",2017-12-06,7
"19198",5113,"None",264.38,0,0,5,"Clear",2017-12-06,8
"19199",5485,"None",264.61,0,0,20,"Snow",2017-12-06,9
"19200",4772,"None",265.15,0,0,75,"Snow",2017-12-06,10
"19201",4861,"None",265.46,0,0,90,"Snow",2017-12-06,11
"19202",4983,"None",265.88,0,0,90,"Snow",2017-12-06,12
"19203",5073,"None",265.79,0,0,90,"Snow",2017-12-06,13
"19204",5155,"None",265.82,0,0,90,"Snow",2017-12-06,14
"19205",5480,"None",265.29,0,0,90,"Snow",2017-12-06,15
"19206",5480,"None",265.29,0,0,90,"Haze",2017-12-06,15
"19207",5729,"None",264.87,0,0,90,"Snow",2017-12-06,16
"19208",5729,"None",264.87,0,0,90,"Haze",2017-12-06,16
"19209",5196,"None",265.02,0,0,90,"Snow",2017-12-06,17
"19210",5196,"None",265.02,0,0,90,"Mist",2017-12-06,17
"19211",4144,"None",265.08,0,0,90,"Snow",2017-12-06,18
"19212",4144,"None",265.08,0,0,90,"Mist",2017-12-06,18
"19213",4144,"None",265.08,0,0,90,"Haze",2017-12-06,18
"19214",3061,"None",265.41,0,0,90,"Snow",2017-12-06,19
"19215",3061,"None",265.41,0,0,90,"Mist",2017-12-06,19
"19216",3061,"None",265.41,0,0,90,"Haze",2017-12-06,19
"19217",2753,"None",265.58,0,0,90,"Snow",2017-12-06,20
"19218",2753,"None",265.58,0,0,90,"Haze",2017-12-06,20
"19219",2449,"None",265.72,0,0,75,"Snow",2017-12-06,21
"19220",1652,"None",265.35,0,0,40,"Clouds",2017-12-06,22
"19221",1093,"None",265.15,0,0,1,"Clear",2017-12-06,23
"19222",602,"None",264.72,0,0,1,"Clear",2017-12-07,0
"19223",357,"None",264.01,0,0,1,"Clear",2017-12-07,1
"19224",286,"None",263.48,0,0,1,"Clear",2017-12-07,2
"19225",376,"None",262.86,0,0,1,"Clear",2017-12-07,3
"19226",927,"None",262.09,0,0,1,"Clear",2017-12-07,4
"19227",3044,"None",260.95,0,0,75,"Clouds",2017-12-07,5
"19228",5058,"None",260.58,0,0,1,"Clear",2017-12-07,6
"19229",5782,"None",259.87,0,0,40,"Clouds",2017-12-07,7
"19230",5509,"None",259.43,0,0,40,"Clouds",2017-12-07,8
"19231",4958,"None",260.28,0,0,75,"Clouds",2017-12-07,9
"19232",4486,"None",261.01,0,0,75,"Clouds",2017-12-07,10
"19233",4774,"None",262.35,0,0,1,"Clear",2017-12-07,11
"19234",4981,"None",263.61,0,0,75,"Clouds",2017-12-07,12
"19235",5035,"None",264.75,0,0,40,"Clouds",2017-12-07,13
"19236",5296,"None",265.21,0,0,75,"Clouds",2017-12-07,14
"19237",5696,"None",265.55,0,0,40,"Clouds",2017-12-07,15
"19238",6217,"None",265.58,0,0,1,"Clear",2017-12-07,16
"19239",5865,"None",265.08,0,0,40,"Clouds",2017-12-07,17
"19240",4712,"None",265.07,0,0,1,"Clear",2017-12-07,18
"19241",3445,"None",265.57,0,0,75,"Clouds",2017-12-07,19
"19242",2995,"None",266.43,0,0,90,"Clouds",2017-12-07,20
"19243",2934,"None",266.68,0,0,90,"Clouds",2017-12-07,21
"19244",1923,"None",266.81,0,0,90,"Clouds",2017-12-07,22
"19245",1152,"None",267.36,0,0,90,"Clouds",2017-12-07,23
"19246",651,"None",267.81,0,0,90,"Snow",2017-12-08,0
"19247",386,"None",267.81,0,0,90,"Clouds",2017-12-08,1
"19248",319,"None",267.95,0,0,75,"Clouds",2017-12-08,2
"19249",392,"None",267.95,0,0,90,"Clouds",2017-12-08,3
"19250",865,"None",268.22,0,0,40,"Clouds",2017-12-08,4
"19251",2916,"None",267.95,0,0,90,"Clouds",2017-12-08,5
"19252",5276,"None",267.8,0,0,40,"Clouds",2017-12-08,6
"19253",6081,"None",267.58,0,0,90,"Clouds",2017-12-08,7
"19254",5448,"None",267.61,0,0,90,"Clouds",2017-12-08,8
"19255",5087,"None",267.68,0,0,75,"Clouds",2017-12-08,9
"19256",4771,"None",269.3,0,0,40,"Clouds",2017-12-08,10
"19257",5083,"None",269.79,0,0,75,"Clouds",2017-12-08,11
"19258",5299,"None",270.29,0,0,90,"Clouds",2017-12-08,12
"19259",5418,"None",270.75,0,0,40,"Clouds",2017-12-08,13
"19260",5424,"None",270.88,0,0,75,"Clouds",2017-12-08,14
"19261",5931,"None",271.08,0,0,90,"Clouds",2017-12-08,15
"19262",6150,"None",271.15,0,0,90,"Clouds",2017-12-08,16
"19263",5526,"None",271.15,0,0,90,"Snow",2017-12-08,17
"19264",4564,"None",271.22,0,0,90,"Clouds",2017-12-08,18
"19265",3631,"None",271.48,0,0,90,"Snow",2017-12-08,19
"19266",3631,"None",271.48,0,0,90,"Mist",2017-12-08,19
"19267",3190,"None",271.88,0,0,90,"Snow",2017-12-08,20
"19268",3190,"None",271.88,0,0,90,"Mist",2017-12-08,20
"19269",3138,"None",272.48,0,0,90,"Snow",2017-12-08,21
"19270",2728,"None",272.55,0,0,90,"Snow",2017-12-08,22
"19271",1846,"None",272.65,0,0,90,"Snow",2017-12-08,23
"19272",1326,"None",271.81,0,0,90,"Haze",2017-12-09,0
"19273",826,"None",270.79,0,0,90,"Snow",2017-12-09,1
"19274",601,"None",269.88,0,0,90,"Snow",2017-12-09,2
"19275",389,"None",269.02,0,0,90,"Snow",2017-12-09,3
"19276",471,"None",268.48,0,0,90,"Snow",2017-12-09,4
"19277",877,"None",268.15,0,0,90,"Snow",2017-12-09,5
"19278",1441,"None",267.28,0,0,90,"Snow",2017-12-09,6
"19279",2156,"None",266.86,0,0,90,"Snow",2017-12-09,7
"19280",3024,"None",266.36,0,0,90,"Snow",2017-12-09,8
"19281",3900,"None",265.94,0,0,90,"Snow",2017-12-09,9
"19282",4433,"None",265.92,0,0,90,"Snow",2017-12-09,10
"19283",4928,"None",265.81,0,0,75,"Snow",2017-12-09,11
"19284",5263,"None",266.5,0,0,75,"Snow",2017-12-09,12
"19285",5186,"None",266.61,0,0,90,"Clouds",2017-12-09,13
"19286",5255,"None",267.08,0,0,90,"Clouds",2017-12-09,14
"19287",5087,"None",267.08,0,0,75,"Clouds",2017-12-09,15
"19288",5160,"None",267.51,0,0,75,"Clouds",2017-12-09,16
"19289",5536,"None",266.88,0,0,75,"Clouds",2017-12-09,17
"19290",4555,"None",267.01,0,0,1,"Clear",2017-12-09,18
"19291",3449,"None",267.43,0,0,90,"Clouds",2017-12-09,19
"19292",3030,"None",267.61,0,0,90,"Clouds",2017-12-09,20
"19293",3260,"None",267.68,0,0,40,"Clouds",2017-12-09,21
"19294",3068,"None",268.08,0,0,75,"Clouds",2017-12-09,22
"19295",1919,"None",268.28,0,0,90,"Clouds",2017-12-09,23
"19296",1370,"None",268.02,0,0,1,"Clear",2017-12-10,0
"19297",910,"None",267.41,0,0,1,"Clear",2017-12-10,1
"19298",641,"None",267.15,0,0,1,"Clear",2017-12-10,2
"19299",391,"None",266.51,0,0,1,"Clear",2017-12-10,3
"19300",392,"None",266.75,0,0,40,"Clouds",2017-12-10,4
"19301",635,"None",267.15,0,0,1,"Clear",2017-12-10,5
"19302",922,"None",268.77,0,0,75,"Clouds",2017-12-10,6
"19303",1152,"None",268.88,0,0,90,"Clouds",2017-12-10,7
"19304",1869,"None",269.37,0,0,90,"Clouds",2017-12-10,8
"19305",2745,"None",269.99,0,0,90,"Clouds",2017-12-10,9
"19306",3616,"None",270.65,0,0,90,"Clouds",2017-12-10,10
"19307",4025,"None",271.01,0,0,90,"Clouds",2017-12-10,11
"19308",4264,"None",271.08,0,0,90,"Clouds",2017-12-10,12
"19309",4352,"None",271.35,0,0,90,"Clouds",2017-12-10,13
"19310",4370,"None",271.81,0,0,90,"Clouds",2017-12-10,14
"19311",4762,"None",271.86,0,0,90,"Clouds",2017-12-10,15
"19312",4604,"None",271.94,0,0,40,"Clouds",2017-12-10,16
"19313",4355,"None",271.08,0,0,20,"Clouds",2017-12-10,17
"19314",3724,"None",269.22,0,0,5,"Clear",2017-12-10,18
"19315",2966,"None",267.69,0,0,5,"Clear",2017-12-10,19
"19316",2560,"None",266.58,0,0,1,"Mist",2017-12-10,20
"19317",2069,"None",266.15,0,0,1,"Mist",2017-12-10,21
"19318",1732,"None",267.36,0,0,1,"Mist",2017-12-10,22
"19319",999,"None",268.14,0,0,90,"Mist",2017-12-10,23
"19320",542,"None",269.07,0,0,40,"Mist",2017-12-11,0
"19321",542,"None",269.07,0,0,40,"Snow",2017-12-11,0
"19322",281,"None",269.72,0,0,90,"Snow",2017-12-11,1
"19323",281,"None",269.72,0,0,90,"Fog",2017-12-11,1
"19324",281,"None",269.72,0,0,90,"Mist",2017-12-11,1
"19325",279,"None",269.86,0,0,90,"Snow",2017-12-11,2
"19326",279,"None",269.86,0,0,90,"Mist",2017-12-11,2
"19327",353,"None",270.01,0,0,90,"Mist",2017-12-11,3
"19328",353,"None",270.01,0,0,90,"Snow",2017-12-11,3
"19329",901,"None",270.68,0,0,90,"Mist",2017-12-11,4
"19330",901,"None",270.68,0,0,90,"Snow",2017-12-11,4
"19331",2907,"None",270.81,0,0,90,"Mist",2017-12-11,5
"19332",2907,"None",270.81,0,0,90,"Snow",2017-12-11,5
"19333",5061,"None",271.15,0,0,90,"Snow",2017-12-11,6
"19334",4050,"None",271.55,0,0,90,"Snow",2017-12-11,7
"19335",4050,"None",271.55,0,0,90,"Mist",2017-12-11,7
"19336",4050,"None",271.55,0,0,90,"Drizzle",2017-12-11,7
"19337",4349,"None",271.75,0,0,90,"Snow",2017-12-11,8
"19338",4349,"None",271.75,0,0,90,"Mist",2017-12-11,8
"19339",4734,"None",272.44,0,0,90,"Mist",2017-12-11,9
"19340",4734,"None",272.44,0,0,90,"Snow",2017-12-11,9
"19341",4049,"None",272.65,0,0,90,"Mist",2017-12-11,10
"19342",4049,"None",272.65,0,0,90,"Snow",2017-12-11,10
"19343",4291,"None",274.01,0,0,90,"Mist",2017-12-11,11
"19344",4291,"None",274.01,0,0,90,"Snow",2017-12-11,11
"19345",4452,"None",274.48,0,0,90,"Mist",2017-12-11,12
"19346",4509,"None",274.68,0,0,90,"Snow",2017-12-11,13
"19347",4824,"None",274.42,0,0,90,"Clouds",2017-12-11,14
"19348",5501,"None",273.94,0,0,90,"Clouds",2017-12-11,15
"19349",6076,"None",273.23,0,0,90,"Clouds",2017-12-11,16
"19350",5712,"None",271.37,0,0,90,"Clouds",2017-12-11,17
"19351",4040,"None",270.15,0,0,75,"Clouds",2017-12-11,18
"19352",2894,"None",269.29,0,0,40,"Clouds",2017-12-11,19
"19353",2374,"None",268.01,0,0,5,"Clear",2017-12-11,20
"19354",2028,"None",266.95,0,0,5,"Clear",2017-12-11,21
"19355",1433,"None",265.88,0,0,1,"Clear",2017-12-11,22
"19356",958,"None",265.08,0,0,1,"Clear",2017-12-11,23
"19357",548,"None",264.08,0,0,1,"Clear",2017-12-12,0
"19358",395,"None",262.88,0,0,1,"Clear",2017-12-12,1
"19359",256,"None",262.02,0,0,1,"Clear",2017-12-12,2
"19360",339,"None",261.29,0,0,1,"Clear",2017-12-12,3
"19361",939,"None",260.55,0,0,1,"Clear",2017-12-12,4
"19362",2963,"None",260.15,0,0,1,"Clear",2017-12-12,5
"19363",5981,"None",259.65,0,0,1,"Clear",2017-12-12,6
"19364",5928,"None",259.15,0,0,5,"Clear",2017-12-12,7
"19365",5709,"None",258.51,0,0,40,"Clouds",2017-12-12,8
"19366",5184,"None",259.81,0,0,75,"Clouds",2017-12-12,9
"19367",4531,"None",260.88,0,0,75,"Clouds",2017-12-12,10
"19368",4714,"None",262.14,0,0,75,"Clouds",2017-12-12,11
"19369",4948,"None",263.61,0,0,90,"Clouds",2017-12-12,12
"19370",4869,"None",264.55,0,0,90,"Snow",2017-12-12,13
"19371",5012,"None",265.14,0,0,90,"Snow",2017-12-12,14
"19372",5651,"None",265.72,0,0,90,"Snow",2017-12-12,15
"19373",6407,"None",266.08,0,0,90,"Snow",2017-12-12,16
"19374",5923,"None",266.36,0,0,90,"Clouds",2017-12-12,17
"19375",4427,"None",266.55,0,0,75,"Clouds",2017-12-12,18
"19376",3282,"None",266.5,0,0,75,"Clouds",2017-12-12,19
"19377",2673,"None",267.07,0,0,90,"Clouds",2017-12-12,20
"19378",2819,"None",268,0,0,75,"Clouds",2017-12-12,21
"19379",3263,"None",268.75,0,0,1,"Clear",2017-12-12,22
"19380",1080,"None",269.55,0,0,75,"Clouds",2017-12-12,23
"19381",641,"None",270.15,0,0,75,"Clouds",2017-12-13,0
"19382",391,"None",270.35,0,0,1,"Clear",2017-12-13,1
"19383",268,"None",271.38,0,0,40,"Snow",2017-12-13,2
"19384",395,"None",271.51,0,0,75,"Clouds",2017-12-13,3
"19385",912,"None",271.69,0,0,40,"Clouds",2017-12-13,4
"19386",3108,"None",271.61,0,0,1,"Clear",2017-12-13,5
"19387",5910,"None",270.79,0,0,1,"Clear",2017-12-13,6
"19388",6025,"None",270.36,0,0,90,"Snow",2017-12-13,7
"19389",4696,"None",269.93,0,0,90,"Snow",2017-12-13,8
"19390",4696,"None",269.93,0,0,90,"Mist",2017-12-13,8
"19391",5179,"None",269.57,0,0,90,"Snow",2017-12-13,9
"19392",5179,"None",269.57,0,0,90,"Mist",2017-12-13,9
"19393",4347,"None",269.93,0,0,48,"Clouds",2017-12-13,10
"19394",4501,"None",269.79,0,0,88,"Clouds",2017-12-13,11
"19395",4787,"None",269.36,0,0,90,"Haze",2017-12-13,12
"19396",4943,"None",269.08,0,0,90,"Clouds",2017-12-13,13
"19397",5049,"None",269.15,0,0,90,"Clouds",2017-12-13,14
"19398",5642,"None",269.08,0,0,90,"Snow",2017-12-13,15
"19399",6621,"None",269.08,0,0,90,"Snow",2017-12-13,16
"19400",6000,"None",269.08,0,0,90,"Snow",2017-12-13,17
"19401",4370,"None",268.48,0,0,90,"Snow",2017-12-13,18
"19402",3139,"None",268.22,0,0,90,"Snow",2017-12-13,19
"19403",2777,"None",267.38,0,0,40,"Clouds",2017-12-13,20
"19404",2369,"None",266.72,0,0,5,"Snow",2017-12-13,21
"19405",1889,"None",265.86,0,0,90,"Snow",2017-12-13,22
"19406",1168,"None",265.29,0,0,90,"Snow",2017-12-13,23
"19407",571,"None",264.73,0,0,90,"Clouds",2017-12-14,0
"19408",392,"None",264.08,0,0,90,"Clouds",2017-12-14,1
"19409",298,"None",264.86,0,0,90,"Clouds",2017-12-14,2
"19410",372,"None",265.3,0,0,90,"Mist",2017-12-14,3
"19411",372,"None",265.3,0,0,90,"Snow",2017-12-14,3
"19412",908,"None",264.93,0,0,90,"Snow",2017-12-14,4
"19413",2930,"None",264.79,0,0,90,"Snow",2017-12-14,5
"19414",5808,"None",264.15,0,0,40,"Snow",2017-12-14,6
"19415",6252,"None",264.45,0,0,1,"Snow",2017-12-14,7
"19416",5573,"None",264.31,0,0,75,"Snow",2017-12-14,8
"19417",5360,"None",264.01,0,0,75,"Snow",2017-12-14,9
"19418",4607,"None",265.36,0,0,90,"Snow",2017-12-14,10
"19419",4881,"None",266.15,0,0,90,"Snow",2017-12-14,11
"19420",5058,"None",266.74,0,0,90,"Snow",2017-12-14,12
"19421",5019,"None",267.28,0,0,90,"Snow",2017-12-14,13
"19422",5430,"None",267.58,0,0,90,"Snow",2017-12-14,14
"19423",5897,"None",267.57,0,0,90,"Snow",2017-12-14,15
"19424",5897,"None",267.57,0,0,90,"Haze",2017-12-14,15
"19425",6757,"None",267.81,0,0,90,"Snow",2017-12-14,16
"19426",6042,"None",267.68,0,0,90,"Snow",2017-12-14,17
"19427",4672,"None",267.68,0,0,90,"Snow",2017-12-14,18
"19428",3397,"None",267.65,0,0,90,"Snow",2017-12-14,19
"19429",3055,"None",268.22,0,0,90,"Snow",2017-12-14,20
"19430",3558,"None",268.41,0,0,90,"Snow",2017-12-14,21
"19431",3433,"None",268.21,0,0,90,"Clouds",2017-12-14,22
"19432",1680,"None",268.08,0,0,90,"Snow",2017-12-14,23
"19433",803,"None",267.95,0,0,90,"Snow",2017-12-15,0
"19434",490,"None",267.88,0,0,75,"Snow",2017-12-15,1
"19435",358,"None",268.02,0,0,90,"Snow",2017-12-15,2
"19436",387,"None",268.15,0,0,90,"Snow",2017-12-15,3
"19437",836,"None",268.22,0,0,90,"Snow",2017-12-15,4
"19438",2773,"None",268.43,0,0,90,"Snow",2017-12-15,5
"19439",5506,"None",268.15,0,0,90,"Clouds",2017-12-15,6
"19440",6307,"None",267.88,0,0,90,"Clouds",2017-12-15,7
"19441",5600,"None",267.41,0,0,90,"Clouds",2017-12-15,8
"19442",5222,"None",267.28,0,0,90,"Clouds",2017-12-15,9
"19443",4949,"None",267.68,0,0,75,"Snow",2017-12-15,10
"19444",5342,"None",268.01,0,0,75,"Clouds",2017-12-15,11
"19445",5368,"None",268.35,0,0,90,"Mist",2017-12-15,12
"19446",5386,"None",268.81,0,0,90,"Snow",2017-12-15,13
"19447",5672,"None",269.35,0,0,90,"Mist",2017-12-15,14
"19448",6048,"None",270,0,0,90,"Clouds",2017-12-15,15
"19449",6669,"None",270.15,0,0,90,"Clouds",2017-12-15,16
"19450",5666,"None",270.08,0,0,90,"Clouds",2017-12-15,17
"19451",4776,"None",270.22,0,0,90,"Snow",2017-12-15,18
"19452",3550,"None",270.22,0,0,90,"Snow",2017-12-15,19
"19453",3550,"None",270.22,0,0,90,"Mist",2017-12-15,19
"19454",2849,"None",269.64,0,0,90,"Snow",2017-12-15,20
"19455",2849,"None",269.64,0,0,90,"Mist",2017-12-15,20
"19456",2866,"None",269.93,0,0,90,"Snow",2017-12-15,21
"19457",2866,"None",269.93,0,0,90,"Mist",2017-12-15,21
"19458",2554,"None",270,0,0,90,"Snow",2017-12-15,22
"19459",2554,"None",270,0,0,90,"Mist",2017-12-15,22
"19460",1814,"None",270.68,0,0,90,"Snow",2017-12-15,23
"19461",1814,"None",270.68,0,0,90,"Mist",2017-12-15,23
"19462",1275,"None",271.01,0,0,40,"Mist",2017-12-16,0
"19463",1275,"None",271.01,0,0,40,"Snow",2017-12-16,0
"19464",817,"None",271.08,0,0,40,"Snow",2017-12-16,1
"19465",817,"None",271.08,0,0,40,"Mist",2017-12-16,1
"19466",646,"None",271.37,0,0,90,"Mist",2017-12-16,2
"19467",646,"None",271.37,0,0,90,"Snow",2017-12-16,2
"19468",413,"None",271.15,0,0,40,"Snow",2017-12-16,3
"19469",413,"None",271.15,0,0,40,"Mist",2017-12-16,3
"19470",441,"None",270.48,0,0,40,"Clouds",2017-12-16,4
"19471",798,"None",270.15,0,0,1,"Mist",2017-12-16,5
